Case #1: Impossible
10 25 205033
17 30 284796
20 27 72992
24 19 121938
31 13 223582
3 7 127144
3 32 103896
29 23 125651
7 15 84042
31 25 202856
5 27 121167
3 15 186857
12 26 163867
2 22 174865
7 28 218490
11 14 120003
20 2 96627
9 30 56944
5 3 181241
21 12 136219
28 12 146165
29 20 221644
18 29 246091
3 6 126069
22 13 248336
26 1 198431
9 31 67268
29 24 236604
16 9 147642
15 31 192842
7 1 140037
31 22 249298
29 6 224247
32 1 117302
12 25 237179
15 32 211895
33 25 130325
4 27 167419
4 10 160341
5 10 160720
16 8 173493
27 1 99890
15 4 182877
19 21 156880
4 30 167930
24 26 292927
24 28 226303
25 3 194458
26 20 246804
25 30 192532
16 25 258736
27 13 186459
16 3 122518
8 2 111225
14 5 193061
2 24 187871
24 25 213591
2 12 74839
10 2 140991
18 16 138444
22 3 148361
10 33 74708
13 25 294433
10 17 195640
15 10 190665
24 15 25490
17 23 210671
11 17 250034
29 28 201622
19 29 162273
28 16 225962
33 21 151743
11 29 230514
11 27 168523
11 5 155550
17 5 107622
1 30 90338
13 20 204223
28 31 188543
12 10 164151
30 32 101970
31 18 154141
19 13 139404
31 2 143168
32 18 222483
22 17 289396
6 12 109651
10 6 81395
20 14 111133
28 19 104365
11 2 164454
13 21 223994
2 32 130400
21 16 107981
6 26 273518
8 21 172331
12 11 175057
26 16 247782
29 15 224643
4 3 102461
5 29 194698
20 8 71229
22 27 154416
3 30 76932
29 22 271205
2 18 223949
27 29 209328
13 26 293830
14 24 173700
33 6 125175
14 25 206791
22 7 187143
25 32 219496
11 30 209268
5 32 228311
18 33 143838
23 32 101089
6 11 126681
14 3 12333
17 12 237852
11 15 185495
11 19 171765
10 28 186366
19 23 36622
11 31 210253
8 3 84721
32 4 206357
8 32 109759
16 13 228107
3 31 123607
5 20 189781
14 29 110511
13 9 158845
6 18 130718
9 14 71203
17 18 159015
3 24 161367
20 22 227408
22 30 219679
19 12 82150
31 7 108800
12 3 42721
15 25 239081
5 2 209296
9 18 138575
17 28 288698
29 16 245362
27 8 53465
20 12 146969
8 28 149657
33 16 152905
17 8 239234
23 28 106251
5 19 163844
19 2 65933
11 26 319507
3 29 122844
24 18 93299
29 31 219708
21 20 191858
24 27 130111
27 18 166189
19 31 84178
33 19 24704
26 5 302387
33 11 196469
14 21 136352
28 20 169184
10 26 263986
24 8 128348
26 4 309049
8 9 25851
8 23 81914
19 17 247293
4 16 156534
16 31 164985
2 28 135562
31 14 135940
11 20 231136
21 5 105893
11 24 172065
28 14 91111
11 10 208076
33 9 5263
20 19 64819
21 1 137425
26 3 206588
12 16 140608
28 26 108393
27 26 229040
20 6 121326
28 25 259394
16 27 123255
33 14 76466
14 1 1073
29 30 199776
23 24 158560
23 12 45528
13 6 231658
17 25 363119
32 20 129286
8 31 41417
22 15 165358
31 10 2177
9 23 56063
1 20 112206
7 25 230272
24 33 107760
1 29 111584
28 32 168832
3 9 58870
5 25 255497
21 11 153249
9 25 135588
32 22 246643
3 1 13406
19 1 52835
24 32 186405
32 29 226740
17 9 252025
14 7 138964
3 21 124019
7 10 106623
4 22 250822
17 4 187300
3 10 121430
18 30 195519
8 26 227277
32 14 116229
21 24 122408
2 23 29311
20 3 104248
16 14 134851
4 24 170961
9 10 69445
11 9 191206
5 23 184048
33 27 32877
9 27 27614
5 31 162897
18 21 157286
10 32 146468
25 11 159413
4 31 162518
22 19 182176
21 23 121212
18 19 158016
3 2 32118
31 32 148645
15 19 147428
23 13 102782
26 9 201426
19 6 139353
5 13 215511
15 5 29945
24 13 257417
27 6 92298
6 28 204847
33 12 106854
20 18 183953
19 27 47055
17 33 257288
24 30 159441
9 21 146480
27 14 98817
20 23 101441
31 6 83572
7 23 129951
13 1 118995
14 19 51762
16 1 135924
15 27 151112
7 6 25228
9 15 127987
28 27 151420
9 4 161331
28 15 251793
27 23 83677
14 22 160694
24 9 102497
23 16 125325
32 16 226414
14 2 44451
26 33 206689
27 12 129205
13 8 184696
12 24 155035
19 16 161947
8 12 127442
31 33 72531
6 32 203820
7 11 101453
29 21 246863
22 6 212371
5 7 54097
31 27 94882
2 15 179351
24 6 95840
24 17 149528
29 7 248795
21 28 186239
20 30 102322
7 12 84423
9 29 181714
32 27 111522
4 7 100349
5 12 138520
20 4 200272
30 23 74125
20 9 45378
20 16 193020
17 20 240004
22 24 139868
21 26 283179
11 13 237925
10 22 251475
7 9 94684
29 10 221885
25 21 282068
12 13 129963
9 28 123806
7 13 214386
22 26 259633
23 18 194638
8 18 112724
32 13 203871
18 4 205839
2 1 45524
20 33 40115
15 8 153838
25 27 163202
10 24 171942
5 8 164117
3 17 209920
8 1 98127
20 15 173365
17 26 397091
13 15 245456
29 17 87076
10 21 158419
6 4 78946
1 4 115867
15 26 318417
20 7 140062
28 22 251805
22 8 207881
31 12 166328
8 10 43594
16 2 154636
25 26 185910
7 27 67070
33 4 166594
7 18 105490
33 22 187293
25 4 296919
23 25 191651
28 4 201139
29 12 165565
4 11 201802
15 12 168465
10 27 97059
31 17 197817
8 19 45292
17 6 151206
11 18 206943
29 33 186977
12 1 56127
23 10 118623
19 7 114125
12 14 55054
2 9 85374
16 30 199450
25 1 207864
25 6 255500
16 24 45145
3 18 197445
17 32 311760
28 18 262381
23 15 184050
2 33 90637
21 4 48553
22 16 185013
5 28 268209
6 15 109270
12 30 119653
18 12 189913
17 14 197587
15 33 133250
10 13 221405
8 25 161439
30 21 119377
29 8 207565
33 8 31114
10 14 133763
30 8 82795
30 7 151628
33 28 129069
3 27 86484
13 3 105589
20 31 46541
32 21 221347
12 9 101591
1 24 174773
14 30 89265
30 10 119504
7 24 70612
17 1 198660
26 32 246452
30 31 121681
9 32 83908
18 26 340001
16 7 56185
8 7 120535
15 16 70635
22 9 182030
5 33 149666
10 20 44364
33 23 61326
5 1 194134
31 26 266163
5 4 154446
21 17 213515
5 9 144403
3 28 103444
15 14 199190
30 2 103436
4 12 145182
16 10 162808
11 32 236232
4 29 225305
18 15 81338
21 7 51796
2 27 112988
21 6 77024
29 13 194965
22 12 191082
28 13 209033
13 14 117922
17 2 239982
22 5 181774
27 21 118866
4 8 187182
10 18 156318
8 6 124989
30 5 201347
3 11 132336
2 26 238706
4 13 208050
1 28 90038
19 4 141890
17 16 194673
19 25 155029
32 12 146617
33 3 64133
21 15 134324
1 31 137013
15 30 184931
1 11 121076
18 14 209778
23 6 128876
22 18 206445
1 18 210851
17 27 228789
17 7 161719
15 17 137567
16 11 157638
18 25 274163
13 30 176907
26 19 181985
11 22 85690
17 13 107889
15 1 200263
23 14 15140
16 6 81413
22 25 73723
18 13 266904
23 26 209395
14 6 113736
1 6 114809
2 25 220962
5 18 51393
10 19 82001
29 2 154962
23 11 135143
26 14 199504
5 24 41906
1 33 77539
10 1 134836
1 9 72276
3 19 39429
5 6 79325
26 7 248290
25 29 317302
4 23 105268
30 26 163802
31 24 169765
31 23 120800
32 33 89171
23 1 16213
32 7 178592
11 8 217057
Case #272: 31
13 17 629774
3 6 542459
13 3 358289
3 1 605751
9 19 749713
12 1 295872
4 2 567058
8 7 550175
10 12 684914
1 7 574296
18 15 434111
12 13 702766
13 16 567753
3 8 664522
17 4 271861
1 6 63292
5 18 607057
14 10 488946
2 8 534856
4 19 646309
4 14 708529
2 6 475984
1 10 625930
15 16 335981
15 2 389181
19 14 141168
2 14 402292
2 16 639052
17 1 222880
14 3 186431
4 16 572032
Case #273: Impossible
Case #274: 8
1 2 273153
8 3 200151
7 5 504675
6 3 632458
7 6 775255
1 5 486537
7 8 342945
6 4 593010
Case #275: 421
19 7 96473
21 24 160226
2 3 101034
16 4 91434
18 6 141789
20 15 371391
27 24 40195
24 7 159552
9 2 152759
5 4 196886
18 12 125939
26 29 100732
18 7 91764
13 1 179232
16 14 44747
22 15 34987
4 22 112795
21 2 128136
29 28 129379
4 24 114080
16 7 136906
16 12 153610
23 17 34325
21 11 92575
9 18 156751
8 12 148116
10 24 111797
28 1 141182
20 1 395417
21 9 209773
22 19 61794
29 21 131584
10 22 135599
20 18 322578
9 25 164630
20 9 378013
5 6 292383
5 27 260294
3 24 130464
6 16 176976
7 25 91272
13 4 105618
27 18 115720
23 7 102932
5 24 282418
29 18 78562
13 15 1179
24 22 121150
13 12 141163
1 12 198778
20 12 388701
6 15 190602
27 20 382939
8 30 101137
18 17 45493
13 10 129043
19 15 54059
2 18 71126
19 4 51001
5 11 210387
25 22 131760
2 15 81325
7 28 67523
13 7 151090
28 2 128271
1 16 164427
25 5 242686
10 12 204491
22 14 66108
9 14 134187
1 26 113385
29 17 114637
2 7 151692
28 9 188379
20 4 309054
15 14 58373
23 11 41303
29 27 151235
13 22 36166
27 8 110036
4 18 46292
18 26 40546
19 6 146498
25 21 130231
30 9 197131
7 12 125119
6 25 174065
30 6 252687
3 11 69461
26 23 51714
30 3 140806
18 22 66503
12 15 139984
6 4 128265
21 22 141694
22 26 107049
2 24 107592
7 29 155140
27 7 119357
21 17 143448
8 11 2190
10 27 151992
26 20 303308
17 14 88237
24 12 158096
20 22 379126
11 27 112226
26 3 10638
30 1 199981
24 30 170978
9 12 245975
27 4 73885
7 21 129903
4 30 124422
22 5 263886
3 18 29908
8 18 37363
10 25 177379
20 21 338985
11 10 86480
14 2 52550
29 25 153128
28 15 82388
23 30 140250
26 12 88583
23 19 6459
10 5 296867
6 28 150316
8 23 39113
18 13 59947
7 30 169894
14 25 129068
26 15 99314
5 2 245948
28 13 83567
4 9 187857
26 4 8936
29 16 60617
19 9 152042
18 11 39553
3 29 108470
15 5 256151
16 30 131085
16 26 85688
8 28 90520
16 28 96014
8 19 32654
10 8 84290
11 25 116459
13 21 135138
13 23 48779
28 27 95936
5 26 191140
23 2 72876
11 12 150306
2 20 393704
19 29 73853
5 30 313714
30 10 155829
27 26 82821
7 17 133372
5 23 221578
29 4 109668
2 8 37751
23 14 53912
16 19 40433
16 2 67699
27 6 202150
9 17 192826
22 12 174971
1 6 214628
26 17 86039
3 5 180502
5 21 248549
18 21 97955
11 24 72031
7 3 61856
21 23 109123
24 26 123016
28 30 107072
22 7 158267
3 19 34617
12 3 96031
27 2 140785
7 14 128740
17 30 172921
24 8 69841
23 25 76425
28 12 57596
15 1 178053
18 5 210410
21 12 164078
12 25 81345
17 1 178148
20 25 337096
27 16 138526
29 23 80312
20 10 444231
28 11 92710
21 3 68047
23 10 123403
29 5 249396
18 14 52162
2 26 97284
6 24 242345
20 23 329321
22 23 55335
10 21 145077
1 4 119131
20 3 292670
11 30 103327
9 3 186659
6 17 187282
1 8 134479
5 9 327585
8 13 44753
10 15 127864
21 27 158316
17 22 89660
25 8 114269
28 18 68343
2 29 74570
25 15 106137
23 9 158501
10 7 187608
10 19 116944
3 6 111881
16 22 21361
26 19 45255
14 8 14799
26 6 122519
24 9 180359
6 11 181342
10 18 121653
15 23 47600
8 17 73438
9 6 298540
4 3 16384
15 16 13626
21 4 84431
14 27 124835
5 14 227376
22 30 152446
17 15 81925
5 1 193063
2 4 106220
3 25 62184
27 30 198307
24 1 204320
6 13 191781
19 12 130648
8 22 51309
1 11 132592
10 6 263442
19 27 111011
13 11 46943
15 18 58768
14 1 149278
28 24 100500
3 16 75050
8 6 179152
17 16 68299
1 29 171601
28 3 38435
4 11 70659
9 26 178921
7 6 173737
29 9 78189
20 30 403689
26 7 54408
10 28 153630
8 7 113941
8 4 68469
2 6 212915
17 20 294996
5 13 257330
7 9 168732
13 17 83104
20 8 359941
14 28 105319
15 4 104439
13 25 107316
5 17 255903
23 18 11168
16 18 45142
23 27 104552
1 22 185788
2 17 107201
13 19 55238
15 11 45764
13 3 89855
19 18 4709
2 19 66417
8 16 29948
12 29 168418
13 30 145890
3 8 67271
28 5 218937
4 10 142136
29 15 46991
20 7 354526
4 25 45800
4 12 79647
23 1 143823
2 1 97031
24 19 102495
28 19 73052
22 2 89060
11 19 34844
16 25 110399
1 3 102747
30 29 118942
13 20 372570
9 8 119388
8 5 212577
25 19 82884
24 13 101109
22 27 159887
30 18 138500
10 29 125489
29 22 81978
13 9 124001
12 23 137107
25 24 124249
7 5 242358
25 27 119685
9 16 138806
1 27 193016
18 24 107204
23 16 33974
28 17 65849
24 29 111040
21 6 179928
25 18 87593
15 30 144711
22 28 117375
3 14 82070
24 15 102288
19 20 327287
1 9 249790
24 14 84640
14 20 374740
13 14 59552
25 2 149301
11 14 16989
16 10 114238
15 27 142483
20 24 423134
26 8 59533
30 12 49476
12 6 207912
4 28 22051
3 27 90269
22 3 96411
27 9 220554
30 26 133358
25 30 130821
14 30 86338
19 1 137364
25 17 42100
17 12 123445
2 10 121634
9 22 160167
23 28 79511
13 16 14805
3 10 151561
21 14 75586
4 7 45472
15 3 88676
14 26 74332
20 11 362131
24 16 99789
28 20 331105
17 4 87900
25 28 23749
27 17 123476
10 1 218665
14 19 47453
6 14 193951
21 15 133959
26 21 78685
14 29 55998
14 10 69491
10 9 68562
5 12 276533
5 19 215119
29 6 220351
26 10 143823
21 16 120333
29 11 39009
24 17 143279
26 13 100493
30 21 161924
27 12 153532
5 20 419435
21 28 106482
21 8 90385
5 16 242525
18 1 132655
16 20 357765
3 23 41076
2 12 152426
12 14 135814
21 19 102664
22 11 53499
26 11 61723
8 29 41199
11 7 116131
20 6 180789
15 7 149911
13 29 45812
26 25 54736
19 17 40784
4 23 57460
7 1 164603
11 9 117198
4 14 83268
13 2 82504
17 3 75401
23 6 152957
30 19 133791
Case #276: 185
5 22 257301
7 14 244876
1 9 215305
1 16 236562
6 3 244179
7 22 280094
1 12 197545
5 13 130070
20 18 189110
16 5 227379
6 13 189162
19 20 242443
10 18 293840
11 14 155384
4 14 333415
11 17 282054
19 6 250730
11 9 137137
16 9 213087
9 2 167339
10 21 67982
7 3 22768
11 12 120366
8 22 300668
17 10 233420
21 20 36748
3 16 92207
14 17 126670
18 15 227248
14 18 272498
9 4 260961
4 15 304562
10 12 117030
22 19 362477
16 17 233181
13 7 151563
20 3 197176
16 10 239
12 9 257503
5 9 242013
17 15 359579
20 8 208278
5 17 241098
15 6 199165
20 16 104969
12 20 12300
18 7 195827
19 10 164647
17 13 111028
5 21 159158
8 18 160838
1 6 102323
5 11 223428
4 5 401459
20 17 265088
15 2 262997
6 18 28083
19 2 242485
11 20 108066
18 9 289545
13 20 154060
20 1 185245
7 6 221411
3 18 218595
10 5 227140
4 2 292694
3 22 257326
19 11 240358
13 15 306185
17 22 305505
6 5 145554
18 12 201410
12 13 166360
4 20 286097
14 13 237698
11 16 75950
2 14 245480
18 11 259560
20 15 171134
15 5 344719
19 17 216584
12 22 252430
20 5 195906
12 19 254743
22 15 367078
20 14 152529
6 10 307666
15 19 311826
2 8 88052
18 19 222647
17 4 411504
7 1 121587
2 13 152167
10 20 104730
22 14 412328
14 9 226751
4 16 253981
22 13 300909
9 15 360505
18 21 225858
9 3 189503
2 5 165441
21 22 301478
16 22 349533
21 11 71318
22 20 264730
5 3 187586
18 1 74240
8 3 111424
15 7 262393
8 14 255596
17 12 277388
8 4 278243
1 2 122191
10 3 92446
7 21 165635
16 21 68221
1 21 202389
3 12 209476
19 14 89914
15 10 147657
9 20 245203
21 15 207882
3 17 140974
12 16 117269
3 15 239625
5 8 123230
9 19 136837
9 13 270398
21 9 208455
4 1 414885
16 19 164408
3 11 168157
1 13 86839
1 15 301488
9 7 166735
19 4 388890
18 17 165675
7 19 241881
1 14 198258
7 12 214683
1 19 148407
6 14 287084
13 3 174331
3 2 23372
2 12 214079
12 15 183434
4 22 493215
14 3 267644
3 21 160428
8 15 323580
4 10 254220
13 11 188630
21 2 165031
7 8 88656
7 10 115214
15 14 323663
10 11 76189
17 2 118810
22 18 139830
16 7 114975
6 4 325302
1 10 236801
21 4 249349
6 9 317628
4 13 366661
16 6 307427
12 6 229493
13 21 117312
22 2 280698
2 10 115818
11 7 188868
9 8 232041
17 9 284941
9 10 213326
13 10 158528
8 11 100212
4 7 293298
4 18 353385
7 17 118206
13 8 240219
4 3 316066
4 12 298397
15 11 223372
8 12 220578
Case #277: 246
11 7 100084
40 31 136183
30 16 182174
3 18 210949
25 4 137593
18 2 186678
1 39 195146
17 31 317890
19 12 324105
26 42 266036
20 39 132258
39 16 249202
31 12 120848
42 28 315724
6 27 132351
40 14 133796
29 1 183295
14 2 373885
12 30 164698
29 19 235383
30 18 184097
24 18 205328
31 29 199333
13 17 203939
36 26 119891
5 10 262482
38 18 80457
14 35 384223
27 11 119837
42 8 272267
24 31 216180
32 42 288670
3 42 287893
41 7 121596
23 19 220105
38 39 212029
9 41 38526
19 14 295058
38 12 133022
6 35 317297
30 41 58139
24 42 313789
28 3 78921
17 39 255151
9 37 140891
28 13 123609
23 1 261533
15 12 140349
24 33 150549
24 35 230093
2 29 344759
15 33 156767
31 14 216904
15 2 299022
8 15 113149
4 33 136095
40 16 164673
22 10 212875
42 10 335513
4 31 120716
14 17 319729
28 38 157842
25 39 133786
11 1 198277
26 11 70934
4 12 162844
22 28 102245
6 11 86338
33 27 54739
26 32 118600
17 1 307154
38 27 116696
35 36 240208
6 13 121251
15 31 196202
35 32 312993
36 32 91421
32 9 64679
42 4 330264
23 24 200064
25 16 209704
40 42 241928
8 33 91656
21 36 103971
25 9 47144
36 9 65970
36 38 152129
17 20 180038
34 22 215737
10 28 162339
40 1 183377
39 36 152612
9 27 102824
23 26 191927
32 41 103204
1 24 194307
25 1 189180
24 29 135588
14 41 174434
27 26 117426
25 6 22181
32 15 121744
18 35 347850
26 14 157904
10 36 156626
26 37 86970
38 1 78134
13 29 185897
18 19 291440
25 26 101065
3 29 141209
37 27 194735
17 16 258676
14 23 273915
30 8 47840
41 15 131862
25 37 188035
14 8 164135
31 2 224146
34 37 237909
28 33 95885
23 28 151952
33 21 139394
29 34 212257
21 37 262396
35 34 259655
6 32 39716
38 3 156690
4 34 124530
25 17 230964
27 41 134905
42 9 244041
18 41 170816
5 11 149611
18 1 158591
39 34 202431
19 27 255529
18 7 234193
29 6 164068
4 10 220333
31 18 75271
14 13 227077
39 41 125167
1 36 115294
16 24 193227
19 32 223828
21 32 195392
18 32 229162
35 33 307291
32 8 92905
20 9 52670
30 19 178763
38 4 198052
38 22 195829
33 38 61957
6 1 211361
25 29 141887
24 10 217003
11 13 108167
29 38 220130
8 2 315836
19 6 228474
13 12 236238
13 8 119380
13 27 154750
5 24 198954
19 20 211819
27 8 131050
37 35 339283
22 31 202813
41 10 168428
37 13 232045
11 18 220724
27 12 81488
4 20 143119
8 12 136730
7 15 58304
19 3 203001
4 5 212576
31 42 325036
24 15 87169
7 23 221077
36 2 314352
28 25 79599
30 14 155523
37 42 333387
24 9 87119
5 16 282389
15 22 58384
40 11 19126
31 23 195026
7 26 97720
35 12 171064
1 4 200066
24 37 213555
23 39 224648
6 37 210216
12 24 110910
18 14 276774
36 20 44564
6 10 159981
17 22 210359
21 6 200038
16 23 300566
35 3 235714
26 6 123246
4 8 118675
9 3 43852
25 42 291185
12 20 145359
17 6 253145
21 34 189357
21 15 195934
34 3 168217
33 12 136227
29 37 103361
13 42 297207
38 42 304449
22 12 81990
21 17 295831
32 30 45065
40 33 65543
11 19 176162
26 39 32721
19 15 252486
39 9 86642
7 32 147750
26 18 232057
35 41 286839
26 41 92446
15 42 226620
32 4 155128
20 25 99814
33 5 196028
9 8 28226
17 3 139969
33 25 71346
39 13 177796
33 29 158173
25 15 104209
31 11 151083
19 37 300040
11 3 60865
11 34 150063
19 5 291747
29 9 133971
Case #278: Impossible
Case #279: Impossible
Case #280: 1
1 2 5
Case #281: Impossible
Case #282: 86
12 15 425716
6 14 236167
12 8 64324
19 9 399839
3 5 279841
11 13 263020
17 16 365713
1 5 362754
15 3 371848
4 3 124419
6 19 436483
4 11 269933
15 17 284687
2 11 344844
16 1 257610
1 13 270696
10 13 421451
19 2 540989
7 11 10128
19 11 386610
17 12 162841
17 13 186312
15 10 266285
8 4 210389
3 12 177456
7 5 152779
15 6 244495
16 8 267196
14 8 95784
7 8 261240
3 18 93588
18 17 305713
3 17 268588
16 10 579040
8 5 365811
16 18 219871
9 6 107736
16 2 456326
2 3 330043
9 4 243036
10 1 607861
9 15 305638
17 4 144169
6 11 259200
16 12 202872
15 7 204750
2 15 539466
4 18 161544
5 2 262417
6 8 331951
14 15 349950
15 5 337273
6 10 510780
2 8 285300
14 3 140527
9 14 128431
3 8 113132
13 8 252532
11 16 340435
7 10 471035
2 18 236455
13 15 205286
5 12 409035
8 11 251112
5 17 246194
10 5 481333
13 3 166562
11 10 460907
8 17 227165
11 14 155328
10 12 376168
17 7 398973
7 18 212395
11 5 142651
8 1 292854
7 1 230231
18 19 398412
13 18 203687
17 19 92699
8 10 440492
6 16 151748
5 16 483086
13 12 316856
1 6 176375
1 2 386586
4 16 381415
Case #283: Impossible
Case #284: Impossible
Case #285: 266
36 26 224960
28 21 155385
22 21 67539
4 21 83975
13 27 87382
4 38 139006
36 16 146240
29 22 77541
4 15 160143
34 30 66745
29 16 299874
4 5 182129
25 30 114413
21 27 137627
31 1 98209
25 8 169709
16 11 308530
14 25 79871
21 32 163178
34 9 28742
35 38 237282
38 40 130515
8 6 107811
39 23 137081
5 16 257950
1 34 104599
35 18 354384
4 20 172482
40 10 171799
25 21 175157
33 7 153274
20 15 96221
39 19 9065
33 12 119595
20 3 44096
8 9 150783
37 5 77894
18 38 217894
39 24 65931
3 36 111611
3 7 149383
16 4 334450
27 6 124808
24 14 84017
21 35 262273
37 31 140616
29 21 143201
1 4 185817
9 7 131213
32 37 162685
17 6 82166
32 38 150554
15 11 156448
7 19 130072
27 35 257434
31 3 96698
30 22 60439
13 18 184332
16 19 238540
7 25 150139
8 40 118671
18 29 243648
3 22 23128
15 34 81361
37 40 123626
40 4 140669
31 28 184193
18 32 219620
25 32 155560
33 36 170604
22 6 82354
26 6 172575
7 14 134674
23 38 213156
2 6 86048
31 17 93628
16 30 241518
36 13 105777
16 12 234966
31 23 190381
20 32 109219
4 32 247153
9 27 151392
9 39 86552
23 33 236163
34 40 109142
13 7 143549
2 31 69876
36 12 88726
11 37 148241
14 17 53541
15 39 80501
40 28 167203
8 10 184698
36 11 162290
36 18 245025
17 28 90565
23 36 220316
19 4 162719
7 39 121007
4 31 225084
25 33 135972
3 10 145735
31 21 141109
24 27 86375
24 8 54189
18 16 391265
9 2 84998
29 3 100669
1 17 122096
32 40 144831
16 27 187721
6 32 163167
4 29 134014
37 13 91728
36 9 169787
1 22 133476
26 27 206565
28 33 94536
28 11 191818
19 28 121828
20 7 136727
2 12 3937
9 6 168848
37 14 80762
26 20 157445
2 17 23752
14 38 76031
16 9 302684
39 21 72787
13 6 107036
29 20 97578
7 15 171665
9 33 122814
3 9 111820
8 18 229129
22 12 53887
35 36 275829
12 15 82884
38 5 73163
28 2 114317
27 22 116344
1 29 128647
19 30 18000
18 33 275742
17 10 142665
30 26 150660
18 12 167281
39 29 81858
37 29 71509
1 10 187340
18 27 226630
24 26 207656
11 14 107290
13 31 75842
3 24 94307
38 10 112926
38 22 127579
38 36 114914
6 18 230507
8 3 92607
36 32 176734
30 5 37410
34 31 93897
31 25 141565
39 28 112763
5 12 30858
10 27 185307
1 27 164738
12 6 89985
28 18 254582
13 19 13477
5 1 75264
10 22 168863
38 30 88118
29 34 24048
1 15 95551
1 40 151230
25 6 182006
30 29 90793
28 10 149614
3 19 34333
29 14 56251
28 25 157086
30 35 201529
12 29 84241
38 15 21137
6 33 119456
13 29 86270
5 2 26921
37 18 230976
27 39 64840
2 13 20988
8 15 83312
15 37 25868
26 37 210911
34 28 139186
17 36 61037
31 9 122639
1 9 133341
17 19 31263
31 6 155924
27 11 143895
1 6 87027
5 31 81775
15 18 239031
37 10 159931
7 24 142542
18 21 233812
28 27 133207
27 20 80560
21 17 94985
14 3 56611
14 36 114578
26 12 144108
1 36 183133
3 23 159196
13 14 35755
18 19 170855
30 21 81722
13 32 97911
11 39 79055
22 13 70938
19 20 24785
19 22 57461
17 16 207277
26 22 136477
40 9 137884
